transaction_id,date,store_id,region,product_id,category,price,quantity,discount_pct,amount,gender,age_group,payment_method,is_promo_period
12737,2025-05-05,17,Новосибирск,38,Косметика и гигиена,312.62,3,0.0,937.86,Мужской,18-30,Онлайн,0
12738,2025-05-05,20,Екатеринбург,24,Лекарства (без рецепта),295.65,5,0.0,1478.25,Женский,46-60,Карта,0
12739,2025-05-05,16,Казань,11,Лекарства (рецепт),348.5,4,0.0,1394.0,Женский,60+,Онлайн,0
12740,2025-05-05,18,Новосибирск,25,Лекарства (без рецепта),284.73,4,0.0,1138.92,Женский,46-60,Карта,0
12741,2025-05-05,8,Москва,55,БАД и витамины,576.48,1,0.0,576.48,Мужской,60+,Наличные,0
12742,2025-05-05,10,Санкт-Петербург,50,Косметика и гигиена,316.91,6,0.0,1901.46,Мужской,46-60,Карта,0
12743,2025-05-05,18,Новосибирск,47,Косметика и гигиена,202.36,3,0.0,607.08,Женский,46-60,Карта,0
12744,2025-05-05,19,Новосибирск,4,Лекарства (рецепт),386.79,1,0.0,386.79,Женский,46-60,Онлайн,0
12745,2025-05-05,15,Казань,10,Лекарства (рецепт),414.76,2,0.0,829.52,Женский,31-45,Карта,0
12746,2025-05-05,22,Екатеринбург,24,Лекарства (без рецепта),295.65,7,0.0,2069.55,Женский,31-45,Онлайн,0
12747,2025-05-05,20,Екатеринбург,47,Косметика и гигиена,202.36,5,0.0,1011.8,Женский,60+,Наличные,0
12748,2025-05-05,10,Санкт-Петербург,49,Косметика и гигиена,384.98,3,0.0,1154.94,Женский,46-60,Карта,0
12749,2025-05-05,15,Казань,51,БАД и витамины,473.69,1,0.0,473.69,Женский,60+,Наличные,0
12750,2025-05-05,11,Санкт-Петербург,15,Лекарства (рецепт),465.24,4,0.0,1860.96,Мужской,60+,Карта,0
12751,2025-05-05,6,Москва,10,Лекарства (рецепт),414.76,3,0.0,1244.28,Мужской,60+,Карта,0
12752,2025-05-05,18,Новосибирск,13,Лекарства (рецепт),383.03,2,0.0,766.06,Мужской,18-30,Онлайн,0
12753,2025-05-05,7,Москва,14,Лекарства (рецепт),458.37,1,0.0,458.37,Мужской,31-45,Карта,0
12754,2025-05-05,16,Казань,28,Лекарства (без рецепта),235.28,4,0.0,941.12,Женский,60+,Онлайн,0
12755,2025-05-05,8,Москва,41,Косметика и гигиена,318.23,5,0.0,1591.15,Мужской,46-60,Наличные,0
12756,2025-05-05,17,Новосибирск,25,Лекарства (без рецепта),284.73,4,0.0,1138.92,Мужской,31-45,Карта,0
12757,2025-05-05,20,Екатеринбург,25,Лекарства (без рецепта),284.73,4,0.0,1138.92,Женский,60+,Наличные,0
12758,2025-05-05,8,Москва,64,БАД и витамины,436.83,3,0.0,1310.49,Женский,60+,Карта,0
12759,2025-05-06,9,Санкт-Петербург,45,Косметика и гигиена,408.22,2,0.0,816.44,Женский,31-45,Карта,0
12760,2025-05-06,13,Санкт-Петербург,38,Косметика и гигиена,312.62,3,0.0,937.86,Мужской,46-60,Карта,0
12761,2025-05-06,18,Новосибирск,10,Лекарства (рецепт),414.76,1,0.0,414.76,Мужской,18-30,Наличные,0
12762,2025-05-06,16,Казань,32,Лекарства (без рецепта),321.04,6,0.0,1926.24,Женский,18-30,Карта,0
12763,2025-05-06,11,Санкт-Петербург,57,БАД и витамины,529.38,1,0.0,529.38,Мужской,18-30,Карта,0
12764,2025-05-06,17,Новосибирск,53,БАД и витамины,396.5,2,0.0,793.0,Женский,31-45,Карта,0
12765,2025-05-06,1,Москва,28,Лекарства (без рецепта),235.28,10,0.0,2352.8,Женский,46-60,Наличные,0
12766,2025-05-06,14,Казань,41,Косметика и гигиена,318.23,3,0.0,954.69,Мужской,46-60,Наличные,0
12767,2025-05-06,17,Новосибирск,35,Лекарства (без рецепта),266.61,5,0.0,1333.05,Мужской,31-45,Онлайн,0
12768,2025-05-06,4,Москва,15,Лекарства (рецепт),465.24,1,0.0,465.24,Женский,60+,Онлайн,0
12769,2025-05-06,18,Новосибирск,6,Лекарства (рецепт),501.67,2,0.0,1003.34,Женский,31-45,Онлайн,0
12770,2025-05-06,14,Казань,56,БАД и витамины,442.76,1,0.0,442.76,Женский,46-60,Карта,0
12771,2025-05-06,21,Екатеринбург,52,БАД и витамины,398.63,1,0.0,398.63,Мужской,60+,Карта,0
12772,2025-05-06,8,Москва,7,Лекарства (рецепт),538.36,3,0.0,1615.08,Мужской,31-45,Наличные,0
12773,2025-05-06,7,Москва,43,Косметика и гигиена,308.93,6,0.0,1853.58,Мужской,60+,Онлайн,0
12774,2025-05-06,20,Екатеринбург,37,Косметика и гигиена,362.46,6,0.0,2174.76,Мужской,60+,Карта,0
12775,2025-05-06,13,Санкт-Петербург,57,БАД и витамины,529.38,1,0.0,529.38,Женский,60+,Карта,0
12776,2025-05-06,3,Москва,28,Лекарства (без рецепта),235.28,9,0.0,2117.52,Мужской,31-45,Наличные,0
12777,2025-05-06,8,Москва,27,Лекарства (без рецепта),257.62,7,0.0,1803.34,Женский,60+,Наличные,0
12778,2025-05-06,22,Екатеринбург,50,Косметика и гигиена,316.91,7,0.0,2218.37,Женский,18-30,Онлайн,0
12779,2025-05-06,8,Москва,30,Лекарства (без рецепта),347.78,3,0.0,1043.34,Женский,46-60,Онлайн,0
12780,2025-05-06,16,Казань,49,Косметика и гигиена,384.98,6,0.0,2309.88,Женский,46-60,Карта,0
12781,2025-05-06,20,Екатеринбург,12,Лекарства (рецепт),403.77,1,0.0,403.77,Женский,18-30,Карта,0
12782,2025-05-06,19,Новосибирск,27,Лекарства (без рецепта),257.62,8,0.0,2060.96,Мужской,60+,Наличные,0
12783,2025-05-06,22,Екатеринбург,3,Лекарства (рецепт),283.27,7,0.0,1982.89,Мужской,18-30,Карта,0
12784,2025-05-06,1,Москва,42,Косметика и гигиена,245.36,3,0.0,736.08,Мужской,31-45,Карта,0
12785,2025-05-06,12,Санкт-Петербург,3,Лекарства (рецепт),283.27,5,0.0,1416.35,Женский,31-45,Карта,0
12786,2025-05-06,1,Москва,36,Косметика и гигиена,269.55,1,0.0,269.55,Мужской,46-60,Наличные,0
12787,2025-05-06,12,Санкт-Петербург,34,Лекарства (без рецепта),247.64,3,0.0,742.92,Мужской,31-45,Наличные,0
12788,2025-05-06,12,Санкт-Петербург,62,БАД и витамины,628.56,1,0.0,628.56,Женский,18-30,Карта,0
12789,2025-05-06,22,Екатеринбург,30,Лекарства (без рецепта),347.78,2,0.0,695.56,Женский,46-60,Карта,0
12790,2025-05-06,12,Санкт-Петербург,35,Лекарства (без рецепта),266.61,8,0.0,2132.88,Мужской,18-30,Онлайн,0
12791,2025-05-06,10,Санкт-Петербург,8,Лекарства (рецепт),329.77,3,0.0,989.31,Женский,60+,Наличные,0
12792,2025-05-06,17,Новосибирск,16,Лекарства (без рецепта),251.55,2,0.0,503.1,Женский,31-45,Онлайн,0
12793,2025-05-06,10,Санкт-Петербург,24,Лекарства (без рецепта),295.65,2,0.0,591.3,Женский,31-45,Карта,0
12794,2025-05-06,13,Санкт-Петербург,17,Лекарства (без рецепта),223.04,2,0.0,446.08,Женский,31-45,Наличные,0
12795,2025-05-06,2,Москва,38,Косметика и гигиена,312.62,2,0.0,625.24,Мужской,46-60,Карта,0
12796,2025-05-06,6,Москва,33,Лекарства (без рецепта),335.53,1,0.0,335.53,Женский,31-45,Онлайн,0
12797,2025-05-06,11,Санкт-Петербург,23,Лекарства (без рецепта),295.31,6,0.0,1771.86,Мужской,18-30,Наличные,0
12798,2025-05-06,2,Москва,29,Лекарства (без рецепта),384.65,4,0.0,1538.6,Женский,46-60,Онлайн,0
12799,2025-05-06,15,Казань,46,Косметика и гигиена,312.96,3,0.0,938.88,Женский,46-60,Карта,0
12800,2025-05-06,12,Санкт-Петербург,63,БАД и витамины,710.23,1,0.0,710.23,Женский,18-30,Онлайн,0
12801,2025-05-06,17,Новосибирск,37,Косметика и гигиена,362.46,2,0.0,724.92,Женский,46-60,Карта,0
12802,2025-05-06,4,Москва,11,Лекарства (рецепт),348.5,4,0.0,1394.0,Мужской,60+,Наличные,0
12803,2025-05-06,16,Казань,19,Лекарства (без рецепта),221.19,6,0.0,1327.14,Женский,31-45,Наличные,0
12804,2025-05-06,8,Москва,35,Лекарства (без рецепта),266.61,6,0.0,1599.66,Мужской,46-60,Наличные,0
12805,2025-05-06,1,Москва,11,Лекарства (рецепт),348.5,1,0.0,348.5,Женский,46-60,Наличные,0
12806,2025-05-06,19,Новосибирск,38,Косметика и гигиена,312.62,3,0.0,937.86,Мужской,46-60,Карта,0
12807,2025-05-06,3,Москва,10,Лекарства (рецепт),414.76,1,0.0,414.76,Женский,18-30,Онлайн,0
12808,2025-05-06,1,Москва,41,Косметика и гигиена,318.23,2,0.0,636.46,Мужской,46-60,Онлайн,0
12809,2025-05-06,4,Москва,62,БАД и витамины,628.56,3,0.0,1885.68,Женский,31-45,Наличные,0
12810,2025-05-06,4,Москва,45,Косметика и гигиена,408.22,6,0.0,2449.32,Женский,31-45,Онлайн,0
12811,2025-05-06,20,Екатеринбург,10,Лекарства (рецепт),414.76,1,0.0,414.76,Мужской,31-45,Наличные,0
12812,2025-05-06,9,Санкт-Петербург,5,Лекарства (рецепт),330.43,3,0.0,991.29,Мужской,60+,Карта,0
12813,2025-05-06,2,Москва,28,Лекарства (без рецепта),235.28,6,0.0,1411.68,Женский,31-45,Онлайн,0
12814,2025-05-06,9,Санкт-Петербург,30,Лекарства (без рецепта),347.78,3,0.0,1043.34,Женский,18-30,Онлайн,0
12815,2025-05-06,4,Москва,21,Лекарства (без рецепта),318.02,5,0.0,1590.1,Женский,46-60,Онлайн,0
12816,2025-05-06,17,Новосибирск,3,Лекарства (рецепт),283.27,6,0.0,1699.62,Женский,46-60,Наличные,0
12817,2025-05-06,7,Москва,47,Косметика и гигиена,202.36,1,0.0,202.36,Женский,18-30,Онлайн,0
12818,2025-05-06,11,Санкт-Петербург,14,Лекарства (рецепт),458.37,6,0.0,2750.22,Мужской,18-30,Карта,0
12819,2025-05-06,19,Новосибирск,20,Лекарства (без рецепта),325.54,4,0.0,1302.16,Женский,31-45,Онлайн,0
12820,2025-05-06,5,Москва,48,Косметика и гигиена,234.26,2,0.0,468.52,Женский,60+,Онлайн,0
12821,2025-05-06,18,Новосибирск,57,БАД и витамины,529.38,2,0.0,1058.76,Женский,31-45,Карта,0
12822,2025-05-06,8,Москва,64,БАД и витамины,436.83,1,0.0,436.83,Мужской,46-60,Онлайн,0
12823,2025-05-06,16,Казань,6,Лекарства (рецепт),501.67,3,0.0,1505.01,Мужской,46-60,Онлайн,0
12824,2025-05-06,2,Москва,39,Косметика и гигиена,404.74,3,0.0,1214.22,Женский,31-45,Онлайн,0
12825,2025-05-06,15,Казань,39,Косметика и гигиена,404.74,4,0.0,1618.96,Женский,31-45,Онлайн,0
12826,2025-05-06,10,Санкт-Петербург,18,Лекарства (без рецепта),359.03,2,0.0,718.06,Женский,31-45,Карта,0
12827,2025-05-06,12,Санкт-Петербург,21,Лекарства (без рецепта),318.02,5,0.0,1590.1,Мужской,31-45,Карта,0
12828,2025-05-06,15,Казань,16,Лекарства (без рецепта),251.55,4,0.0,1006.2,Мужской,18-30,Карта,0
12829,2025-05-06,18,Новосибирск,30,Лекарства (без рецепта),347.78,6,0.0,2086.68,Женский,31-45,Онлайн,0
12830,2025-05-06,17,Новосибирск,15,Лекарства (рецепт),465.24,1,0.0,465.24,Мужской,60+,Карта,0
12831,2025-05-06,18,Новосибирск,32,Лекарства (без рецепта),321.04,4,0.0,1284.16,Мужской,46-60,Онлайн,0
12832,2025-05-06,3,Москва,26,Лекарства (без рецепта),324.19,7,0.0,2269.33,Женский,18-30,Карта,0
12833,2025-05-06,12,Санкт-Петербург,19,Лекарства (без рецепта),221.19,2,0.0,442.38,Женский,31-45,Наличные,0
12834,2025-05-06,18,Новосибирск,64,БАД и витамины,436.83,2,0.0,873.66,Женский,31-45,Карта,0
12835,2025-05-06,12,Санкт-Петербург,22,Лекарства (без рецепта),296.25,5,0.0,1481.25,Мужской,31-45,Наличные,0
12836,2025-05-06,2,Москва,41,Косметика и гигиена,318.23,5,0.0,1591.15,Мужской,60+,Онлайн,0
12837,2025-05-06,14,Казань,43,Косметика и гигиена,308.93,3,0.0,926.79,Мужской,60+,Карта,0
12838,2025-05-06,19,Новосибирск,66,БАД и витамины,602.57,2,0.0,1205.14,Женский,31-45,Наличные,0
12839,2025-05-06,10,Санкт-Петербург,38,Косметика и гигиена,312.62,5,0.0,1563.1,Женский,46-60,Онлайн,0
12840,2025-05-06,21,Екатеринбург,22,Лекарства (без рецепта),296.25,7,0.0,2073.75,Женский,31-45,Онлайн,0
12841,2025-05-06,15,Казань,25,Лекарства (без рецепта),284.73,4,0.0,1138.92,Мужской,46-60,Онлайн,0
12842,2025-05-06,21,Екатеринбург,20,Лекарства (без рецепта),325.54,3,0.0,976.62,Мужской,18-30,Онлайн,0
12843,2025-05-06,21,Екатеринбург,14,Лекарства (рецепт),458.37,3,0.0,1375.11,Женский,31-45,Онлайн,0
12844,2025-05-06,8,Москва,10,Лекарства (рецепт),414.76,1,0.0,414.76,Женский,60+,Карта,0
12845,2025-05-06,21,Екатеринбург,51,БАД и витамины,473.69,3,0.0,1421.07,Женский,18-30,Онлайн,0
12846,2025-05-06,1,Москва,2,Лекарства (рецепт),518.76,4,0.0,2075.04,Женский,60+,Онлайн,0
12847,2025-05-06,21,Екатеринбург,31,Лекарства (без рецепта),256.56,5,0.0,1282.8,Мужской,18-30,Онлайн,0
12848,2025-05-06,22,Екатеринбург,7,Лекарства (рецепт),538.36,2,0.0,1076.72,Мужской,31-45,Онлайн,0
12849,2025-05-06,13,Санкт-Петербург,43,Косметика и гигиена,308.93,2,0.0,617.86,Женский,60+,Онлайн,0
12850,2025-05-07,1,Москва,60,БАД и витамины,386.95,4,0.0,1547.8,Мужской,31-45,Онлайн,0
12851,2025-05-07,1,Москва,24,Лекарства (без рецепта),295.65,8,0.0,2365.2,Женский,31-45,Онлайн,0
12852,2025-05-07,21,Екатеринбург,65,БАД и витамины,469.32,2,0.0,938.64,Женский,18-30,Наличные,0
12853,2025-05-07,11,Санкт-Петербург,31,Лекарства (без рецепта),256.56,5,0.0,1282.8,Женский,60+,Карта,0
12854,2025-05-07,11,Санкт-Петербург,38,Косметика и гигиена,312.62,2,0.0,625.24,Женский,46-60,Карта,0
12855,2025-05-07,18,Новосибирск,43,Косметика и гигиена,308.93,1,0.0,308.93,Мужской,18-30,Карта,0
12856,2025-05-07,7,Москва,34,Лекарства (без рецепта),247.64,6,0.0,1485.84,Женский,31-45,Карта,0
12857,2025-05-07,16,Казань,24,Лекарства (без рецепта),295.65,4,0.0,1182.6,Мужской,31-45,Наличные,0
12858,2025-05-07,13,Санкт-Петербург,32,Лекарства (без рецепта),321.04,7,0.0,2247.28,Женский,31-45,Наличные,0
12859,2025-05-07,16,Казань,6,Лекарства (рецепт),501.67,2,0.0,1003.34,Женский,18-30,Наличные,0
12860,2025-05-07,7,Москва,65,БАД и витамины,469.32,2,0.0,938.64,Мужской,18-30,Онлайн,0
12861,2025-05-07,14,Казань,36,Косметика и гигиена,269.55,5,0.0,1347.75,Женский,18-30,Карта,0
12862,2025-05-07,10,Санкт-Петербург,3,Лекарства (рецепт),283.27,2,0.0,566.54,Женский,60+,Наличные,0
12863,2025-05-07,6,Москва,10,Лекарства (рецепт),414.76,2,0.0,829.52,Мужской,31-45,Наличные,0
12864,2025-05-07,6,Москва,29,Лекарства (без рецепта),384.65,4,0.0,1538.6,Мужской,46-60,Онлайн,0
12865,2025-05-07,20,Екатеринбург,39,Косметика и гигиена,404.74,4,0.0,1618.96,Женский,31-45,Карта,0
12866,2025-05-07,3,Москва,2,Лекарства (рецепт),518.76,2,0.0,1037.52,Женский,46-60,Онлайн,0
12867,2025-05-07,11,Санкт-Петербург,48,Косметика и гигиена,234.26,6,0.0,1405.56,Женский,31-45,Онлайн,0
12868,2025-05-07,18,Новосибирск,51,БАД и витамины,473.69,1,0.0,473.69,Женский,60+,Карта,0
12869,2025-05-07,8,Москва,55,БАД и витамины,576.48,3,0.0,1729.44,Женский,46-60,Онлайн,0
12870,2025-05-07,14,Казань,19,Лекарства (без рецепта),221.19,2,0.0,442.38,Женский,18-30,Карта,0
12871,2025-05-07,18,Новосибирск,44,Косметика и гигиена,392.07,4,0.0,1568.28,Мужской,31-45,Карта,0
12872,2025-05-07,10,Санкт-Петербург,21,Лекарства (без рецепта),318.02,9,0.0,2862.18,Женский,60+,Карта,0
12873,2025-05-07,5,Москва,28,Лекарства (без рецепта),235.28,6,0.0,1411.68,Женский,31-45,Онлайн,0
12874,2025-05-07,16,Казань,23,Лекарства (без рецепта),295.31,8,0.0,2362.48,Мужской,18-30,Карта,0
12875,2025-05-07,13,Санкт-Петербург,17,Лекарства (без рецепта),223.04,5,0.0,1115.2,Женский,31-45,Наличные,0
12876,2025-05-07,17,Новосибирск,50,Косметика и гигиена,316.91,2,0.0,633.82,Мужской,31-45,Карта,0
12877,2025-05-07,11,Санкт-Петербург,6,Лекарства (рецепт),501.67,1,0.0,501.67,Женский,31-45,Наличные,0
12878,2025-05-07,13,Санкт-Петербург,20,Лекарства (без рецепта),325.54,4,0.0,1302.16,Мужской,46-60,Онлайн,0
12879,2025-05-07,5,Москва,27,Лекарства (без рецепта),257.62,6,0.0,1545.72,Мужской,18-30,Онлайн,0
12880,2025-05-07,2,Москва,40,Косметика и гигиена,389.97,2,0.0,779.94,Мужской,31-45,Карта,0
12881,2025-05-07,3,Москва,41,Косметика и гигиена,318.23,3,0.0,954.69,Женский,46-60,Онлайн,0
12882,2025-05-07,6,Москва,42,Косметика и гигиена,245.36,6,0.0,1472.16,Мужской,18-30,Онлайн,0
12883,2025-05-07,15,Казань,62,БАД и витамины,628.56,2,0.0,1257.12,Мужской,31-45,Онлайн,0
12884,2025-05-07,8,Москва,14,Лекарства (рецепт),458.37,4,0.0,1833.48,Женский,46-60,Онлайн,0
12885,2025-05-07,20,Екатеринбург,30,Лекарства (без рецепта),347.78,3,0.0,1043.34,Мужской,18-30,Карта,0
12886,2025-05-07,9,Санкт-Петербург,2,Лекарства (рецепт),518.76,2,0.0,1037.52,Женский,46-60,Онлайн,0
12887,2025-05-07,9,Санкт-Петербург,50,Косметика и гигиена,316.91,1,0.0,316.91,Мужской,18-30,Наличные,0
12888,2025-05-07,21,Екатеринбург,31,Лекарства (без рецепта),256.56,4,0.0,1026.24,Мужской,18-30,Наличные,0
12889,2025-05-07,16,Казань,26,Лекарства (без рецепта),324.19,6,0.0,1945.14,Мужской,18-30,Карта,0
12890,2025-05-07,6,Москва,7,Лекарства (рецепт),538.36,1,0.0,538.36,Женский,31-45,Карта,0
12891,2025-05-07,14,Казань,46,Косметика и гигиена,312.96,4,0.0,1251.84,Мужской,18-30,Карта,0
12892,2025-05-07,10,Санкт-Петербург,47,Косметика и гигиена,202.36,3,0.0,607.08,Женский,18-30,Карта,0
12893,2025-05-07,3,Москва,32,Лекарства (без рецепта),321.04,2,0.0,642.08,Мужской,46-60,Карта,0
12894,2025-05-07,7,Москва,1,Лекарства (рецепт),310.8,2,0.0,621.6,Женский,46-60,Онлайн,0
12895,2025-05-07,3,Москва,35,Лекарства (без рецепта),266.61,4,0.0,1066.44,Женский,46-60,Карта,0
12896,2025-05-07,7,Москва,26,Лекарства (без рецепта),324.19,7,0.0,2269.33,Мужской,60+,Онлайн,0
12897,2025-05-07,2,Москва,9,Лекарства (рецепт),319.32,1,0.0,319.32,Мужской,60+,Онлайн,0
12898,2025-05-07,8,Москва,8,Лекарства (рецепт),329.77,1,0.0,329.77,Женский,46-60,Карта,0
12899,2025-05-07,7,Москва,46,Косметика и гигиена,312.96,1,0.0,312.96,Мужской,60+,Онлайн,0
12900,2025-05-07,13,Санкт-Петербург,24,Лекарства (без рецепта),295.65,6,0.0,1773.9,Женский,60+,Карта,0
12901,2025-05-07,11,Санкт-Петербург,48,Косметика и гигиена,234.26,6,0.0,1405.56,Мужской,46-60,Онлайн,0
12902,2025-05-07,13,Санкт-Петербург,38,Косметика и гигиена,312.62,7,0.0,2188.34,Мужской,60+,Онлайн,0
12903,2025-05-07,7,Москва,36,Косметика и гигиена,269.55,5,0.0,1347.75,Мужской,18-30,Карта,0
12904,2025-05-07,1,Москва,29,Лекарства (без рецепта),384.65,7,0.0,2692.55,Женский,46-60,Онлайн,0
12905,2025-05-07,11,Санкт-Петербург,16,Лекарства (без рецепта),251.55,5,0.0,1257.75,Женский,31-45,Карта,0
12906,2025-05-07,9,Санкт-Петербург,52,БАД и витамины,398.63,2,0.0,797.26,Мужской,18-30,Карта,0
12907,2025-05-07,10,Санкт-Петербург,19,Лекарства (без рецепта),221.19,3,0.0,663.57,Женский,46-60,Карта,0
12908,2025-05-07,6,Москва,46,Косметика и гигиена,312.96,1,0.0,312.96,Женский,46-60,Наличные,0
12909,2025-05-07,7,Москва,5,Лекарства (рецепт),330.43,3,0.0,991.29,Женский,31-45,Наличные,0
12910,2025-05-07,9,Санкт-Петербург,36,Косметика и гигиена,269.55,1,0.0,269.55,Мужской,31-45,Карта,0
12911,2025-05-07,7,Москва,46,Косметика и гигиена,312.96,4,0.0,1251.84,Женский,46-60,Карта,0
12912,2025-05-07,14,Казань,57,БАД и витамины,529.38,1,0.0,529.38,Женский,60+,Наличные,0
12913,2025-05-07,10,Санкт-Петербург,9,Лекарства (рецепт),319.32,1,0.0,319.32,Женский,46-60,Наличные,0
12914,2025-05-07,12,Санкт-Петербург,52,БАД и витамины,398.63,2,0.0,797.26,Женский,31-45,Карта,0
12915,2025-05-07,3,Москва,31,Лекарства (без рецепта),256.56,3,0.0,769.68,Мужской,46-60,Онлайн,0
12916,2025-05-07,22,Екатеринбург,34,Лекарства (без рецепта),247.64,6,0.0,1485.84,Женский,31-45,Онлайн,0
12917,2025-05-07,10,Санкт-Петербург,21,Лекарства (без рецепта),318.02,6,0.0,1908.12,Женский,60+,Карта,0
12918,2025-05-07,7,Москва,59,БАД и витамины,728.23,2,0.0,1456.46,Женский,18-30,Карта,0
12919,2025-05-07,5,Москва,3,Лекарства (рецепт),283.27,2,0.0,566.54,Женский,46-60,Наличные,0
12920,2025-05-07,20,Екатеринбург,35,Лекарства (без рецепта),266.61,4,0.0,1066.44,Женский,31-45,Карта,0
12921,2025-05-07,19,Новосибирск,46,Косметика и гигиена,312.96,2,0.0,625.92,Женский,31-45,Карта,0
12922,2025-05-07,18,Новосибирск,63,БАД и витамины,710.23,1,0.0,710.23,Мужской,31-45,Онлайн,0
12923,2025-05-07,18,Новосибирск,28,Лекарства (без рецепта),235.28,4,0.0,941.12,Женский,18-30,Карта,0
12924,2025-05-07,7,Москва,34,Лекарства (без рецепта),247.64,6,0.0,1485.84,Женский,31-45,Онлайн,0
12925,2025-05-07,6,Москва,52,БАД и витамины,398.63,2,0.0,797.26,Женский,46-60,Онлайн,0
12926,2025-05-07,7,Москва,26,Лекарства (без рецепта),324.19,5,0.0,1620.95,Мужской,60+,Карта,0
12927,2025-05-07,5,Москва,50,Косметика и гигиена,316.91,4,0.0,1267.64,Мужской,31-45,Онлайн,0
12928,2025-05-07,17,Новосибирск,11,Лекарства (рецепт),348.5,3,0.0,1045.5,Женский,46-60,Наличные,0
12929,2025-05-07,10,Санкт-Петербург,61,БАД и витамины,548.6,1,0.0,548.6,Мужской,31-45,Карта,0
12930,2025-05-07,20,Екатеринбург,12,Лекарства (рецепт),403.77,3,0.0,1211.31,Мужской,60+,Карта,0
12931,2025-05-07,3,Москва,62,БАД и витамины,628.56,2,0.0,1257.12,Женский,31-45,Онлайн,0
12932,2025-05-07,18,Новосибирск,28,Лекарства (без рецепта),235.28,4,0.0,941.12,Женский,60+,Карта,0
12933,2025-05-07,19,Новосибирск,28,Лекарства (без рецепта),235.28,8,0.0,1882.24,Женский,18-30,Наличные,0
12934,2025-05-07,15,Казань,35,Лекарства (без рецепта),266.61,4,0.0,1066.44,Женский,46-60,Карта,0
12935,2025-05-07,2,Москва,7,Лекарства (рецепт),538.36,3,0.0,1615.08,Женский,18-30,Карта,0
12936,2025-05-07,17,Новосибирск,17,Лекарства (без рецепта),223.04,7,0.0,1561.28,Женский,18-30,Карта,0
12937,2025-05-07,4,Москва,35,Лекарства (без рецепта),266.61,7,0.0,1866.27,Мужской,18-30,Наличные,0
12938,2025-05-07,16,Казань,61,БАД и витамины,548.6,1,0.0,548.6,Женский,46-60,Наличные,0
12939,2025-05-07,9,Санкт-Петербург,11,Лекарства (рецепт),348.5,4,0.0,1394.0,Женский,31-45,Карта,0
12940,2025-05-07,12,Санкт-Петербург,26,Лекарства (без рецепта),324.19,10,0.0,3241.9,Мужской,60+,Наличные,0
12941,2025-05-07,2,Москва,23,Лекарства (без рецепта),295.31,7,0.0,2067.17,Женский,46-60,Онлайн,0
12942,2025-05-07,19,Новосибирск,48,Косметика и гигиена,234.26,4,0.0,937.04,Мужской,46-60,Карта,0
12943,2025-05-07,3,Москва,58,БАД и витамины,550.25,1,0.0,550.25,Женский,31-45,Онлайн,0
12944,2025-05-07,1,Москва,38,Косметика и гигиена,312.62,5,0.0,1563.1,Женский,18-30,Карта,0
12945,2025-05-07,21,Екатеринбург,41,Косметика и гигиена,318.23,3,0.0,954.69,Женский,31-45,Карта,0
12946,2025-05-07,11,Санкт-Петербург,25,Лекарства (без рецепта),284.73,10,0.0,2847.3,Мужской,18-30,Онлайн,0
12947,2025-05-07,7,Москва,5,Лекарства (рецепт),330.43,2,0.0,660.86,Женский,18-30,Карта,0
12948,2025-05-07,19,Новосибирск,17,Лекарства (без рецепта),223.04,7,0.0,1561.28,Мужской,31-45,Наличные,0
12949,2025-05-07,21,Екатеринбург,24,Лекарства (без рецепта),295.65,5,0.0,1478.25,Мужской,46-60,Карта,0
12950,2025-05-07,1,Москва,62,БАД и витамины,628.56,3,0.0,1885.68,Женский,31-45,Онлайн,0
12951,2025-05-07,3,Москва,64,БАД и витамины,436.83,5,0.0,2184.15,Мужской,46-60,Карта,0
12952,2025-05-07,7,Москва,49,Косметика и гигиена,384.98,5,0.0,1924.9,Женский,46-60,Онлайн,0
12953,2025-05-07,12,Санкт-Петербург,26,Лекарства (без рецепта),324.19,6,0.0,1945.14,Мужской,18-30,Карта,0
12954,2025-05-07,17,Новосибирск,21,Лекарства (без рецепта),318.02,5,0.0,1590.1,Мужской,18-30,Наличные,0
12955,2025-05-07,22,Екатеринбург,56,БАД и витамины,442.76,1,0.0,442.76,Женский,46-60,Наличные,0
12956,2025-05-07,4,Москва,23,Лекарства (без рецепта),295.31,3,0.0,885.93,Женский,46-60,Онлайн,0
12957,2025-05-07,15,Казань,48,Косметика и гигиена,234.26,4,0.0,937.04,Мужской,18-30,Онлайн,0
12958,2025-05-07,4,Москва,9,Лекарства (рецепт),319.32,4,0.0,1277.28,Мужской,46-60,Онлайн,0
12959,2025-05-07,19,Новосибирск,36,Косметика и гигиена,269.55,5,0.0,1347.75,Женский,46-60,Карта,0
12960,2025-05-08,10,Санкт-Петербург,35,Лекарства (без рецепта),266.61,5,0.0,1333.05,Женский,31-45,Онлайн,0
12961,2025-05-08,8,Москва,2,Лекарства (рецепт),518.76,1,0.0,518.76,Женский,46-60,Карта,0
12962,2025-05-08,7,Москва,22,Лекарства (без рецепта),296.25,4,0.0,1185.0,Мужской,46-60,Онлайн,0
12963,2025-05-08,9,Санкт-Петербург,15,Лекарства (рецепт),465.24,1,0.0,465.24,Женский,60+,Карта,0
12964,2025-05-08,1,Москва,9,Лекарства (рецепт),319.32,2,0.0,638.64,Женский,60+,Онлайн,0
12965,2025-05-08,19,Новосибирск,55,БАД и витамины,576.48,1,0.0,576.48,Мужской,18-30,Карта,0
